1572566400000,0.06511000,0.07242000,0.06459000,0.06903000,83898928.10000000,1572580799999,5755304.09243500,20547,41576671.30000000,2848032.74449600,0
1572580800000,0.06902000,0.07110000,0.06832000,0.06845000,48951337.50000000,1572595199999,3415919.25639500,10834,23971769.50000000,1673325.95327900,0
1572595200000,0.06847000,0.07099000,0.06840000,0.07022000,48104680.70000000,1572609599999,3356764.78920100,11003,24729091.30000000,1725315.16187500,0
1572609600000,0.07024000,0.07036000,0.06837000,0.06869000,48486114.20000000,1572623999999,3357579.73593400,11158,22753084.40000000,1576453.28397700,0
1572624000000,0.06869000,0.06944000,0.06801000,0.06826000,33730120.00000000,1572638399999,2319359.76551900,8431,16210679.30000000,1114811.81552900,0
1572638400000,0.06826000,0.06986000,0.06818000,0.06900000,24156608.90000000,1572652799999,1661639.86251500,6788,12629794.20000000,868661.53518700,0
1572652800000,0.06901000,0.07135000,0.06901000,0.06936000,33518449.80000000,1572667199999,2349110.81320000,9098,16420264.50000000,1150720.87748100,0
1572667200000,0.06936000,0.06999000,0.06900000,0.06975000,16810098.80000000,1572681599999,1168011.76660400,4490,7993638.20000000,555490.28014100,0
1572681600000,0.06975000,0.07040000,0.06902000,0.06966000,25087165.10000000,1572695999999,1746385.66056700,5455,11558770.30000000,804907.79448400,0
1572696000000,0.06971000,0.07030000,0.06932000,0.07012000,20647774.80000000,1572710399999,1441332.17993000,5282,10232706.70000000,714310.53906700,0
1572710400000,0.07013000,0.07087000,0.06981000,0.07087000,17938334.40000000,1572724799999,1260851.99662000,4343,9106327.90000000,640291.78785700,0
1572724800000,0.07086000,0.07130000,0.07004000,0.07123000,11926253.30000000,1572739199999,841767.92610300,3260,6065260.10000000,428060.43284000,0
1572739200000,0.07124000,0.07196000,0.06991000,0.07014000,27589076.50000000,1572753599999,1958741.42841200,6080,12584167.80000000,893485.63355900,0
1572753600000,0.07015000,0.07040000,0.06912000,0.06991000,20015113.70000000,1572767999999,1396408.09380600,4599,10560649.50000000,736611.54134500,0
1572768000000,0.06990000,0.06990000,0.06787000,0.06849000,25790422.30000000,1572782399999,1769181.45400400,5866,12614120.30000000,866181.75280000,0
1572782400000,0.06848000,0.06936000,0.06813000,0.06875000,17504985.00000000,1572796799999,1204100.05448800,4413,9151796.20000000,629514.41045600,0
1572796800000,0.06878000,0.06880000,0.06800000,0.06863000,14091804.20000000,1572811199999,964950.65006900,3315,8054783.40000000,551706.35950200,0
1572811200000,0.06862000,0.06873000,0.06792000,0.06863000,10907476.30000000,1572825599999,746521.99502300,2982,5214777.80000000,356960.09856600,0
1572825600000,0.06865000,0.06871000,0.06788000,0.06819000,13695354.70000000,1572839999999,934096.60418500,3291,7139085.60000000,487081.09145200,0
1572840000000,0.06819000,0.06879000,0.06745000,0.06830000,15732670.20000000,1572854399999,1071683.09950600,3867,8048326.20000000,548356.50734800,0
1572854400000,0.06830000,0.06930000,0.06827000,0.06919000,11292409.30000000,1572868799999,777073.12883700,3089,6079791.30000000,418442.00784500,0
1572868800000,0.06921000,0.06940000,0.06884000,0.06935000,12591601.70000000,1572883199999,869714.86842800,3632,6528296.40000000,451072.79533500,0
1572883200000,0.06935000,0.06984000,0.06913000,0.06945000,14531246.90000000,1572897599999,1009771.46588100,3263,8429170.50000000,585804.61018200,0
1572897600000,0.06946000,0.07939000,0.06942000,0.07929000,55129393.50000000,1572911999999,4075000.04260300,13630,32498434.50000000,2398561.79964500,0
1572912000000,0.07939000,0.08876000,0.07930000,0.08332000,146256034.50000000,1572926399999,12299786.84580000,40925,74702222.30000000,6283579.78286700,0
1572926400000,0.08332000,0.08333000,0.07845000,0.07950000,57954549.00000000,1572940799999,4673388.34970800,15006,25036229.70000000,2017102.91207400,0
1572940800000,0.07950000,0.08215000,0.07876000,0.07965000,55096106.70000000,1572955199999,4437032.72373800,14153,27414506.60000000,2207944.95445600,0
1572955200000,0.07972000,0.08216000,0.07927000,0.08095000,53351592.10000000,1572969599999,4308531.48985100,13437,26971896.30000000,2180231.64177400,0
1572969600000,0.08098000,0.08397000,0.08042000,0.08184000,49927470.10000000,1572983999999,4116422.60266800,15220,26492340.50000000,2184151.88395000,0
1572984000000,0.08182000,0.08437000,0.08155000,0.08221000,46679507.00000000,1572998399999,3870258.77922400,13639,24882585.50000000,2063466.38134300,0
1572998400000,0.08222000,0.08282000,0.07985000,0.08094000,34866744.80000000,1573012799999,2822446.84635400,10628,15941759.50000000,1290200.33944300,0
1573012800000,0.08090000,0.08175000,0.08016000,0.08061000,26171653.60000000,1573027199999,2116563.25518600,8625,12949779.30000000,1047928.44845200,0
1573027200000,0.08061000,0.08137000,0.07999000,0.08059000,23958218.20000000,1573041599999,1931571.34675600,7752,12136228.00000000,978266.03410800,0
