0,1,2,3,4,5,6,7,8,9
4.45111456561499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.692152042552328,0.44960681174368183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.815399546129329,3.120279650308337,0.3187578801119226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.92794613943343,4.819102636186412,2.823087699604644,0.7488839777186539,0.0,0.0,0.0,0.0,0.0,0.0
8.841418442288443,1.888919508167715,3.7568308534551504,1.6720239012065663,0.9237189223536225,0.0,0.0,0.0,0.0,0.0
4.733405994955403,6.773070426578335,10.109754512475293,10.404110006473404,6.273545880689447,5.974453986176503,0.0,0.0,0.0,0.0
1.4840567335209798,7.049145308165556,9.17642828137453,11.60846637772725,8.75137700702138,4.5831294347313625,10.100283488599413,0.0,0.0,0.0
3.589884848583586,3.268309926520638,5.700465621641835,8.044811352748075,4.707053801205588,1.9959625380486015,6.258061998973236,7.485201601702202,0.0,0.0
5.129030497513687,4.29277782266497,7.832571892758205,7.9752186795189655,3.8834991580730778,4.684825633960403,7.3465761317644205,8.217294179209025,6.361447948246765,0.0
2.5799320757218878,2.839365286047254,5.071514819821978,5.911971586872821,4.240997413874117,2.764080289370607,4.72179621611873,6.210352329238647,5.4885214328174525,5.5596659887761
