Timestamp,BTCUSDT,ETHUSDT,XRPUSDT,EOSUSDT,LTCUSDT,XLMUSDT,ADAUSDT,IOTAUSDT
2018/6/1 0:00,0.5404354602690977,0.04121900446477194,4.2504200875785954e-05,0.0008927758875573059,0.00853878301249168,1.9739644546333934e-05,1.4571579541551318e-05,0.00012455717141325763
2018/6/1 4:00,0.536145572353139,0.04138661738384596,4.219762681867619e-05,0.0008748112208462943,0.008468586148947856,1.9582776045149264e-05,1.4398236266269627e-05,0.00012409157997138532
2018/6/1 8:00,0.5368704624134079,0.04107574555958046,4.2217683065403e-05,0.0008802192445172728,0.008473600210629557,1.9486792578670974e-05,1.4134639880717305e-05,0.00012356868496743643
2018/6/1 12:00,0.542383065085176,0.04176625348260339,4.2462655793280426e-05,0.0008760289215404219,0.008520875649342745,1.9631484072914368e-05,1.4417576218470478e-05,0.00013116140694258483
2018/6/1 16:00,0.5272907394232536,0.04087231791420856,4.185380544621664e-05,0.0008513024345043725,0.008386928572988712,1.8910891779801226e-05,1.3861015371801581e-05,0.00012581068683368307
2018/6/1 20:00,0.5334444256957536,0.041279173204952356,4.231581541545916e-05,0.0008663016418779205,0.008488642395674663,1.9161594863886314e-05,1.4131774702613479e-05,0.00013048809008818488
2018/6/2 0:00,0.5329315588151681,0.040986925038361745,4.2161095797852356e-05,0.000857247679069819,0.008500103108089982,1.869313824391018e-05,1.3825200645503712e-05,0.0001313333176288146
2018/6/2 4:00,0.5387242326465855,0.0414718564324349,4.2921800584419116e-05,0.0008726265225421243,0.00860754728698359,1.90777884043493e-05,1.418907826469007e-05,0.00013623277218636318
2018/6/2 8:00,0.5372192978475491,0.041394496623631497,4.284802224824551e-05,0.0008815658782260725,0.008576746622367423,1.9163027452938227e-05,1.406515931169944e-05,0.0001366410600661589
2018/6/2 12:00,0.5473190506635484,0.04210219561527741,4.400197272956287e-05,0.000909601645972045,0.008805960870673788,1.9605697469979903e-05,1.4463419068131752e-05,0.00013674134129979294
2018/6/2 16:00,0.5481270308888283,0.042455328816574406,4.4676005878488774e-05,0.0010000768075457238,0.008801663103518046,1.9890066396784986e-05,1.4468433129813453e-05,0.00013283753613332514
2018/6/2 20:00,0.5460368834620847,0.04232353062379824,4.4439628684922846e-05,0.0010371163974829808,0.008782323151317195,1.9761133382112656e-05,1.4335202347985377e-05,0.00013363978600239743
2018/6/3 0:00,0.5490381575258461,0.042865765579948,4.456712911054326e-05,0.0010849577088716754,0.008886902152106975,1.9811990293455634e-05,1.476068129640407e-05,0.00013517265628794624
2018/6/3 4:00,0.5472495700945305,0.04232066544569442,4.443891239039688e-05,0.0010511844219727841,0.008840343007919743,1.9705978703613936e-05,1.462601792552408e-05,0.0001342271475136825
2018/6/3 8:00,0.5474694725139995,0.04252194420748844,4.44840389455322e-05,0.0010349746768503682,0.008778025384161451,1.981270658798159e-05,1.4613840918582805e-05,0.0001335036900424655
2018/6/3 12:00,0.5529777774186118,0.0434724670434339,4.537654192487512e-05,0.0010635190137097705,0.008944205714183567,2.0358523016761126e-05,1.5131721860850003e-05,0.00013808797500859286
2018/6/3 16:00,0.5526088857377437,0.04440364992717852,4.5824942298124444e-05,0.0010535267050726647,0.009090329797478876,2.025895807765305e-05,1.5081581244032987e-05,0.0001388687360418864
2018/6/3 20:00,0.5536947882390951,0.0446242686411734,4.6466742193382265e-05,0.0010715773271267911,0.009095343859160578,2.0544759593510048e-05,1.494835046220491e-05,0.0001392053944690864
2018/6/4 0:00,0.5515143877020808,0.044177300856975986,4.552338230269638e-05,0.001047001261941193,0.00893775906344995,2.016154202212284e-05,1.4592352082804082e-05,0.0001291342934341254
2018/6/4 4:00,0.5525666243607122,0.04438430997497767,4.78348647379609e-05,0.0010392079774987765,0.008975722673325692,2.0182314563375606e-05,1.4633897165309614e-05,0.00012765872671065316
2018/6/4 8:00,0.5508288938407396,0.04428689391944746,4.797167699241876e-05,0.001034423130065381,0.008929879823664418,2.0205952282732203e-05,1.4546509233142808e-05,0.0001266272625932745
2018/6/4 12:00,0.5442174953661528,0.04347318333795987,4.582995635980615e-05,0.000993229031877571,0.008773727617005707,1.9716006826977344e-05,1.3864596844431369e-05,0.00012296699756563222
2018/6/4 16:00,0.5375774451105277,0.042425960741010155,4.446684787690922e-05,0.0009654009895441263,0.008591788807412527,1.917592075440546e-05,1.3441983074116504e-05,0.00012187106694091741
2018/6/4 20:00,0.5370036931952359,0.04200907732690295,4.475336568729218e-05,0.0009606233050559904,0.008554541492062744,1.914870156241908e-05,1.3606014520560749e-05,0.0001228882051677769
2018/6/5 0:00,0.5368604342900444,0.042367224589881645,4.483215808514749e-05,0.0009719479215113769,0.008520875649342745,1.9101426123705893e-05,1.369053727462372e-05,0.00012182808926935997
2018/6/5 4:00,0.5362881149638045,0.04233284245263569,4.5325685013532135e-05,0.0009626790703454881,0.00857746291689338,1.9233224316482056e-05,1.3619624116553939e-05,0.0001212980313201515
2018/6/5 8:00,0.5312998398850372,0.041698205502637434,4.4305681608568805e-05,0.0009331677358760435,0.008364723442684033,1.8639416154463373e-05,1.2982121988451855e-05,0.00011836122376372618
2018/6/5 12:00,0.5309166223136499,0.04200191438164337,4.5057790860824074e-05,0.0009367492085058304,0.008393375223722329,1.873396703188975e-05,1.315474896920759e-05,0.00011790279526711342
2018/6/5 16:00,0.5321250111789401,0.04204632464225273,4.582207712002062e-05,0.0009747128183815726,0.008415580354027008,1.8809177957115277e-05,1.3213485120336094e-05,0.00012048145556056005
