Timestamp,BTCUSDT,ETHUSDT,XRPUSDT,EOSUSDT,LTCUSDT,XLMUSDT,ADAUSDT,IOTAUSDT
2018/6/1 0:00,0.4053172251362767,0.9120996967679905,0.8636063113128316,0.801472492508047,0.8071835231078366,0.8495498946561961,0.9629822485207099,0.8908693099951972
2018/6/1 4:00,0.39976605173371055,0.9164262998298941,0.8559584010864321,0.7829146472307522,0.7989785666443403,0.8425588967630723,0.9515266272189349,0.8874006083569027
2018/6/1 8:00,0.40070406934656694,0.9084017454330301,0.8564587316619908,0.7885012394095231,0.7995646349631614,0.838281299878695,0.9341065088757395,0.8835049895938951
2018/6/1 12:00,0.40783745229967255,0.9262258708675393,0.8625699122634597,0.7841725554034555,0.8050904219691896,0.8447296175700697,0.9528047337278106,0.9400715086183894
2018/6/1 16:00,0.38830777729682237,0.9031506545373862,0.8473813055054231,0.7586296200377373,0.7894340254521098,0.8126157185724319,0.9160236686390533,0.9002081220982976
2018/6/1 20:00,0.3962707311624838,0.9136528363286738,0.8589067776924038,0.7741240889415073,0.801322839919625,0.8237885462555067,0.9339171597633137,0.9350552324030098
2018/6/2 0:00,0.39560707443243914,0.9061090156053546,0.8550470846809497,0.7647711717044655,0.802662424648359,0.8029113196705613,0.9136568047337278,0.9413522599925289
2018/6/2 4:00,0.4031028732814211,0.9186265808741956,0.874023908653932,0.7806578119797255,0.8152210314802412,0.8200536295728789,0.9377041420118344,0.9778536741555045
2018/6/2 8:00,0.4011554671503822,0.9166296871533169,0.8721834068938406,0.7898923378593362,0.8116208975217682,0.8238523909851242,0.9295147928994083,0.9808954586690858
2018/6/2 12:00,0.4142246848789151,0.9348975667480214,0.9009702839376016,0.8188538236708719,0.83841259209645,0.8435804124369536,0.9558343195266272,0.9816425636373339
2018/6/2 16:00,0.41527022229719773,0.944013016788699,0.9177849650662043,0.912316400902734,0.8379102478231749,0.856253591266041,0.9561656804733728,0.9525588345162496
2018/6/2 20:00,0.4125655430538035,0.9406109015605354,0.9118882118542609,0.9505790077324355,0.8356496985934361,0.8505075656004597,0.947360946745562,0.958535674262234
2018/6/3 0:00,0.4164492325773888,0.9546076473633608,0.9150688847988848,1.0,0.8478734092431347,0.8527740535018836,0.9754792899408283,0.969955707348311
2018/6/3 4:00,0.4141347760761018,0.9405369425338362,0.9118703429051337,0.9651115468570793,0.8424313462826525,0.8480495435101834,0.9665798816568049,0.9629115747905438
2018/6/3 8:00,0.41441933280253157,0.9457325641594555,0.912996086700141,0.9483665692404454,0.8351473543201607,0.8528059758666923,0.965775147928994,0.9575217460910401
2018/6/3 12:00,0.42154715438639095,0.9702684712669181,0.9352607973125101,0.9778534167005808,0.8545713328868051,0.8771308178509865,1.0,0.9916751160680932
2018/6/3 16:00,0.4210698035260935,0.9943051549441608,0.9464467594660757,0.9675311702245736,0.8716510381781649,0.8726936091425653,0.9966863905325445,0.9974918618923101
2018/6/3 20:00,0.4224749761556294,1.0,0.9624573378839587,0.9861778090199416,0.872237106496986,0.8854306327012705,0.9878816568047338,1.0
2018/6/4 0:00,0.41965350815806524,0.9884623918349235,0.9389239318835657,0.9607902623108513,0.8538178164768921,0.8683521675285705,0.9643550295857988,0.9249693153316612
2018/6/4 4:00,0.42101511672850606,0.9938059315139413,0.9965870307167234,0.9527396500055496,0.8582551908908238,0.8692779161080253,0.9671005917159764,0.9139761993702973
2018/6/4 8:00,0.4187664697632989,0.9912913246061681,1.0,0.9477968108328092,0.8528968519758875,0.8703313541467154,0.9613254437869821,0.9062916911254603
2018/6/4 12:00,0.4102112300729188,0.970286961023593,0.9465718421099655,0.9052425172962374,0.8346450100468855,0.8484964566175064,0.9162603550295857,0.8790223597844069
2018/6/4 16:00,0.4016189145875642,0.9432549367650321,0.9125672319210905,0.8764956158200451,0.8133791024782319,0.8244269935516824,0.8883313609467456,0.8708575697742675
2018/6/4 20:00,0.40087647179319863,0.9324938983802973,0.9197148115719312,0.8715601761071441,0.8090254521098459,0.8232139436889485,0.8991715976331361,0.8784353487379263
2018/6/5 0:00,0.4006910928183258,0.9417387767176983,0.9216803959759126,0.8832587221132857,0.8050904219691896,0.8211070676115687,0.904757396449704,0.8705373819307327
2018/6/5 4:00,0.399950503813709,0.9408512683973078,0.9339921019244855,0.873683821081061,0.811704621567314,0.8269807827363852,0.9000710059171598,0.8665883985271359
2018/6/5 8:00,0.3934956079086378,0.9244693439834331,0.9085467183674928,0.8431980465426024,0.7868385800401875,0.8005171423099023,0.8579408284023669,0.8447088958855863
2018/6/5 12:00,0.3929997191508531,0.9323090008135492,0.9273091149509497,0.8468977764623182,0.7901875418620228,0.8047308944646621,0.8693491124260355,0.8412935588878808
2018/6/5 16:00,0.39456339080390523,0.9334553657273869,0.9463752836695672,0.8861149136113065,0.792782987273945,0.8080827427695845,0.8732307692307693,0.8605048294999733
2018/6/5 20:00,0.4083008997368546,0.9576769469713778,0.9608670014116469,0.9175478190092123,0.8162257200267918,0.834865606844155,0.9055621301775149,0.8688830780724691
2018/6/6 0:00,0.4123718220250614,0.970841653723837,0.9671390025552595,0.9208923748566354,0.8235097119892835,0.8416331481836175,0.9286153846153846,0.8935909066652435
2018/6/6 4:00,0.41274165307993266,0.9741882996819761,0.9689616353662239,0.9282622368567095,0.8318821165438716,0.8372917065696228,0.928284023668639,0.8813170393297401
2018/6/6 8:00,0.40996096845684055,0.9687523112195844,0.9630112753068993,0.9078841244589145,0.8221701272605492,0.8308433888782482,0.9203313609467455,0.8847323763274454
